temperature,humidity,windSpeed,windDirection,location,pollen,precipitation,recordDateandTime,email
28.856092592176353,80.82,95,N,South Kevin,Low,19.995632896445493,2024-11-16T16:04:46,chambersbrian@example.org
-23.605108726825897,40.70,92,N,Brandonchester,High,32.47536292581202,2024-11-03T17:33:48,farmermanuel@example.net
4.797781828709731,91.16,72,N,Amyburgh,High,47.14244242650617,2024-11-07T06:04:50,franksanders@example.org
-9.303646514865672,86.21,40,E,South Sandraburgh,High,18.777973645880845,2024-11-17T22:47:46,dbrown@example.com
27.056587252830738,89.51,74,E,Wilcoxport,Low,29.40084737951348,2024-11-16T13:03:08,hortonapril@example.net
16.277537419895943,27.67,14,W,New David,High,35.81602964204077,2024-11-18T10:51:14,gailwallace@example.com
37.58509537065524,17.64,95,W,Mackenzieton,High,18.137623953476417,2024-11-19T10:46:35,tracy97@example.com
22.443694101492326,28.54,79,S,North Kevinton,Moderate,40.052703479655555,2024-11-12T01:36:10,javiersmall@example.org
-7.6620283492436485,18.71,11,N,Jonesside,Low,15.927215191702942,2024-11-04T18:23:20,tracyduran@example.com
-15.722353784629748,84.67,89,S,North Andrewshire,Low,13.56269276636718,2024-11-22T08:56:44,lindsey13@example.org
-10.983974295870492,75.96,31,S,Rowechester,High,10.934157799176209,2024-11-18T03:03:48,williamsmichael@example.net
19.553884856006185,15.49,95,E,Thomasburgh,High,5.597889272194456,2024-11-20T01:13:31,omitchell@example.com
10.417811886869977,23.41,38,N,Lake Marilynview,Low,39.56343460866461,2024-11-12T00:33:32,coxanna@example.org
17.466204152171116,36.41,80,S,South Andrew,High,40.78966207244246,2024-11-22T10:02:30,ryanaguilar@example.org
13.769536667894002,87.54,96,W,North Victoria,Low,30.6973203385894,2024-11-05T09:45:19,walkerwanda@example.org
-6.694713588356688,45.16,95,W,Adamton,Moderate,26.651564968488245,2024-11-04T19:18:00,vjefferson@example.com
-7.588813426667194,29.08,75,E,West Amy,High,23.645578145018824,2024-11-14T18:09:49,twhite@example.org
34.90863171354228,44.56,90,W,Burnsview,Low,45.37830675950127,2024-11-21T14:58:21,lisajohns@example.com
0.8033606617093731,47.14,84,W,North Brianborough,High,6.4597967894008175,2024-11-02T04:28:06,rachelcraig@example.org
-22.491304206471444,54.19,88,E,Burnschester,Low,43.037813081081424,2024-11-03T07:10:24,vjefferson@example.com
3.1942617600225702,78.91,60,N,Burnsview,Moderate,48.63021351895418,2024-11-13T05:19:19,yberry@example.com
-1.3562258549552233,95.66,86,E,West Amy,Low,47.19519474320895,2024-11-07T23:40:55,zcoleman@example.com
4.3291804353057515,40.17,40,E,South Brettland,Low,21.280442395275585,2024-11-22T15:29:52,ryan53@example.com
7.917564131723019,67.24,20,S,Lake Valerieside,Moderate,17.470383112007248,2024-11-05T06:57:51,tonycastro@example.com
1.8527210786330102,59.99,52,W,Port Robertville,Moderate,46.25106208871548,2024-11-05T01:53:55,ibrown@example.net
16.419718895535446,71.97,46,E,Ashleyfurt,High,22.29192575437643,2024-11-20T01:41:42,curtis25@example.org
30.28496231541999,32.84,2,N,New James,Moderate,13.425903062274646,2024-11-09T14:00:49,yvonnehill@example.net
38.04167362883432,62.96,51,S,East Kathyfurt,Low,7.46680747150566,2024-11-19T02:42:44,maryturner@example.net
-22.46137892223162,62.09,10,E,Robertoport,Moderate,33.47253189519572,2024-11-19T23:10:14,spencerlucas@example.org
12.861639999503922,72.56,9,S,Fryfort,High,13.642857944729103,2024-11-07T21:59:11,zfoley@example.org
8.960509853948352,88.82,54,N,Jamesport,High,7.6589320991753524,2024-11-12T02:10:01,zsimmons@example.org
11.310107887406652,87.76,76,E,North Carla,Low,42.67256274045189,2024-11-12T09:58:44,taylor66@example.org
2.7234700135066916,65.04,85,E,North Scottville,Moderate,11.835262844354427,2024-11-03T00:53:22,allisonbryant@example.org
-1.8448084170371786,54.35,26,E,Elliottfort,Low,31.73248535202436,2024-11-08T06:12:52,shepardandre@example.net
-29.84216248373116,32.78,70,N,Diazville,Low,12.355798803164092,2024-11-15T10:11:54,floreskellie@example.com
-11.579321036817593,37.30,100,S,Warnerland,Moderate,14.295075210140945,2024-11-05T01:28:00,isandoval@example.org
20.648343620093563,13.96,23,W,Williamschester,Low,4.360683204645522,2024-11-02T09:20:48,hessjames@example.com
2.753988207392368,90.42,51,N,Moodyborough,Low,25.949592693517836,2024-11-09T16:52:16,melissa37@example.net
5.5551515491793,96.08,21,E,West Alex,Low,16.689863408121308,2024-11-09T10:36:16,vlambert@example.com
-1.2458356070283543,79.22,37,W,East Stephenbury,High,22.698719894722473,2024-11-07T09:14:30,debralang@example.net
23.643501160841033,47.17,7,W,Joeview,Moderate,40.975502301722805,2024-11-10T06:10:41,loriholmes@example.org
33.19220431190443,95.56,59,W,Lake Valerieside,High,13.855784129827276,2024-11-04T17:42:04,hunteramber@example.org
33.360431781370416,20.09,75,S,Cynthialand,Moderate,25.85992320010508,2024-11-16T19:59:41,tgarcia@example.org
36.370328206707,63.48,34,S,Wongbury,High,20.147732535975532,2024-11-04T00:32:50,colinpalmer@example.net
1.5368577259070584,48.65,48,E,Goldenberg,Low,22.560183965504894,2024-11-10T18:01:07,maddendaniel@example.net
-9.99338209182563,10.10,50,N,East Carrie,Moderate,2.493040299205301,2024-11-16T06:19:39,grant54@example.com
28.473941279013722,79.07,36,S,Fischerfort,High,19.394219631925232,2024-11-02T02:15:51,jenniferkim@example.com
-8.668272741911231,17.56,73,N,Timothymouth,Low,20.97146528957724,2024-11-01T02:19:19,jmartinez@example.com
-12.742835523557268,53.14,99,W,Henrybury,High,4.023666541706428,2024-11-21T17:27:18,raymondduffy@example.org
-27.141342980432533,17.43,41,N,West Manuelburgh,High,30.454878138772283,2024-11-05T13:09:05,lopezalexa@example.com
-13.858758756365383,77.76,17,N,Port Jordanland,High,34.406609416584274,2024-11-21T10:43:48,amanda50@example.com
-4.682848669417446,39.15,58,W,Smithstad,High,21.339645878736402,2024-11-07T00:51:17,raymonddarrell@example.org
1.174715061133373,82.97,79,W,Davidshire,Low,47.79008529550479,2024-11-12T15:25:37,shill@example.net
6.7661863915328695,44.50,65,E,Coleborough,Low,5.708492046921537,2024-11-20T15:40:09,jessicashea@example.net
-11.310157823558594,33.17,64,W,Quinnbury,High,29.441068568803814,2024-11-19T15:00:07,charles38@example.net
3.79795721470002,35.84,60,W,South Carolyn,Low,4.289055832672334,2024-11-06T16:33:38,julian69@example.com
1.6387857238597228,57.66,1,W,North Tina,Moderate,13.966462760679182,2024-11-04T20:14:11,smiller@example.net
-17.455527417509856,85.69,28,S,Waltersport,Low,9.075494881894697,2024-11-02T23:34:29,kevinmiranda@example.net
39.89223164109033,31.63,60,W,New Vincentside,Moderate,9.46910320175099,2024-11-05T23:29:37,webbevan@example.org
35.38327137942524,23.72,64,N,South Katieberg,High,19.149529189484728,2024-11-21T21:18:08,emily19@example.net
37.562049983566496,92.98,62,S,New Jasmine,Low,42.01167851756308,2024-11-22T02:02:46,gabriellepeterson@example.com
-1.712122464974815,66.69,35,N,Gonzalezview,High,40.20974349770757,2024-11-20T15:42:30,vramirez@example.com
20.176714180270686,29.91,5,W,Bergerbury,Moderate,46.29926621961477,2024-11-21T13:25:32,xdudley@example.com
-3.062623892027883,17.55,25,N,Steeleport,High,43.846968400285995,2024-11-20T17:23:19,hchavez@example.net
18.898878378062456,16.22,46,N,Cervantesfurt,Moderate,15.010860982229591,2024-11-18T06:59:36,boydryan@example.com
-27.698790629973615,23.56,72,S,Lake Robertside,High,35.37182474999424,2024-11-06T23:37:46,jefferyibarra@example.org
4.222781504416268,19.03,51,S,West Jamesland,High,36.9670536813792,2024-11-22T01:08:26,maureensmith@example.com
32.07241539718488,42.98,63,E,Eddieview,Moderate,12.271238602751167,2024-11-05T02:32:48,arthurmartinez@example.com
-15.257548936848904,83.58,90,S,South Michaelberg,High,2.052694317553377,2024-11-07T01:11:31,craigdeanna@example.net
-29.133751472329685,39.44,17,E,Michaeltown,Low,15.800476058354713,2024-11-10T00:39:55,thomasgarcia@example.org
29.539629255781676,26.68,4,N,Port Janice,High,3.416582202314966,2024-11-16T20:32:12,amandadalton@example.net
16.527164467511433,76.88,51,S,Bensonborough,High,14.869049270952212,2024-11-18T05:12:10,robert75@example.com
23.57542265073699,61.82,59,S,West Christineton,Low,9.452719019801165,2024-11-11T07:58:32,samantharios@example.org
33.765379082313224,76.50,23,E,West Debra,Moderate,39.83851719521405,2024-11-04T06:53:14,benjamin94@example.org
-16.939440248735938,44.19,94,E,Lake Erin,High,16.51415426004637,2024-11-21T00:20:30,heathermack@example.net
8.008145849966958,84.13,58,S,Davidmouth,Low,13.508258115343136,2024-11-11T18:55:57,robert33@example.com
27.69612228377578,60.33,93,S,Wardport,Moderate,43.88964501925277,2024-11-13T04:49:10,whitecarolyn@example.net
36.97750851291009,27.37,28,S,Michelestad,Moderate,22.014631075199464,2024-11-06T20:43:19,katrinamcgrath@example.net
-6.616512583543738,22.87,91,W,West Karen,High,18.3144130362503,2024-11-18T23:50:56,browningalan@example.com
3.120580576502981,24.22,54,S,East Lauren,High,29.004635892309665,2024-11-08T06:19:37,shawjacob@example.net
-2.9671137972505655,14.94,66,S,New Karenside,Low,20.630279042086187,2024-11-22T10:44:47,spearsmark@example.com
0.06489531906547086,11.66,54,W,Melissafort,High,16.608044862745793,2024-11-14T06:08:59,haroldcasey@example.org
21.245909559380813,33.14,66,S,Jordanview,Moderate,46.78557555202683,2024-11-14T13:57:23,lisaerickson@example.net
0.0809910261113096,43.01,28,N,Brianfurt,Moderate,1.6993087373871618,2024-11-07T01:52:07,beckylee@example.com
-26.781600907478968,94.54,93,E,Williamsberg,Low,33.39085787266791,2024-11-16T22:45:30,michaelshort@example.org
36.0498693880763,42.48,42,S,Karenbury,High,30.277378921742226,2024-11-08T15:07:44,millermatthew@example.org
-3.255825692480652,65.11,12,W,Clayton,Moderate,31.503973471648962,2024-11-10T02:57:10,nathan63@example.net
32.87613250424786,63.68,46,N,Duncanberg,Low,32.08071482272768,2024-11-21T12:47:35,molly87@example.net
-28.359115656474128,28.93,68,W,South Kevinside,Low,10.991210818078812,2024-11-07T03:34:01,palmerkayla@example.org
25.965919184657565,19.66,74,S,Port Jordanland,Moderate,8.15106527028157,2024-11-08T11:24:43,qfischer@example.com
-9.768044324443157,75.59,47,N,Joshuaside,Moderate,24.7170737582615,2024-11-09T11:29:58,nicolelewis@example.net
15.473740670405064,82.71,38,N,North Derrickborough,Low,40.00065632023038,2024-11-19T19:22:47,mrichardson@example.org
33.4385428464229,50.15,12,E,Wilcoxport,Moderate,39.073141330452415,2024-11-01T09:33:59,hmoore@example.net
33.227147976923426,26.54,31,W,Jordanview,Low,5.177416708665067,2024-11-03T14:06:42,kelly94@example.com
6.5777226559623685,20.44,72,W,Kelseyfurt,Moderate,24.805783596717923,2024-11-08T09:10:45,gjones@example.com
38.95937664418389,32.75,15,S,Coleborough,High,49.973770204172354,2024-11-06T01:31:30,andrewirwin@example.com
25.594348104596982,96.24,53,N,Port Kelly,High,20.819703503022318,2024-11-01T13:57:55,vmoore@example.com
8.584731542976343,39.99,63,N,South Melissa,Low,48.10845461875803,2024-11-21T02:53:36,joel26@example.com
-0.5918312385715616,73.98,13,E,Edwardsville,High,15.59116616589149,2024-11-20T01:24:03,allenlaura@example.com
12.46221620062002,79.42,11,E,North Jessicaville,Moderate,10.665794268456347,2024-11-08T11:40:09,diane90@example.net
39.67062060323997,79.08,99,S,Waltersport,Low,38.286609329830156,2024-11-01T16:19:03,daughertyanthony@example.com
-29.502960492035356,28.46,19,S,Port Christopher,High,22.898174490734874,2024-11-08T02:19:22,sara79@example.com
26.958356664493117,31.74,52,E,West Paul,Low,1.4885670877321455,2024-11-07T08:50:17,justinpeterson@example.net
14.717320430466017,59.84,1,E,Carlsonbury,Low,26.79527873696233,2024-11-07T02:23:07,jenkinscarolyn@example.com
37.1389248827513,88.87,9,N,Phamtown,Low,15.504018020950777,2024-11-21T20:41:23,weissmelanie@example.com
-8.776099079033209,94.25,0,N,New Andrewberg,High,31.91098364645446,2024-11-12T07:48:43,bennettelizabeth@example.net
32.757801029093514,75.54,56,S,Moodyborough,Moderate,41.924553017737935,2024-11-10T11:02:20,millermatthew@example.org
0.1457414814246789,15.60,40,N,Craigland,Low,13.857640262259263,2024-11-20T04:52:02,fjohnson@example.com
37.19635620521143,82.44,26,W,Brendastad,Moderate,26.216939375670844,2024-11-05T05:57:29,loweevan@example.org
8.179475024561583,42.97,26,N,Port Shanechester,High,44.85933107894839,2024-11-06T17:42:48,aaron14@example.org
-15.142815361099421,93.72,86,S,North Kevinbury,High,48.03928245976371,2024-11-01T05:55:03,hudsontrevor@example.net
3.55262055936511,87.81,93,S,North Michaelfort,Moderate,7.650921059296695,2024-11-16T14:34:24,smurphy@example.net
1.771893897842446,71.58,26,N,West Kimberly,High,12.016282058617156,2024-11-08T02:21:05,rrangel@example.com
-3.4524333617869907,15.35,40,S,Port Shannon,Low,43.562845322994924,2024-11-16T07:38:25,ashley47@example.org
-6.734357584542995,85.51,60,S,Haleymouth,Low,30.79949343898586,2024-11-11T19:39:21,zhuff@example.com
29.83187310310089,21.99,86,W,West Maryland,Moderate,6.125532155688035,2024-11-19T17:48:47,cooperrachel@example.net
-0.7776277333680959,35.25,42,E,Coreyville,Moderate,14.193186430968884,2024-11-05T14:41:11,vbutler@example.net
36.45795831212905,58.35,86,W,Karenbury,Moderate,6.422752136329107,2024-11-21T13:00:46,hannahstanton@example.org
35.275662162400536,52.80,24,S,Lake Anthonyton,Moderate,33.63326937739788,2024-11-19T11:48:54,leslieyang@example.com
-27.233607538206037,55.85,58,S,New Kyleberg,Low,23.98125038504278,2024-11-15T23:13:15,brianadavis@example.org
39.953455726019016,27.19,83,W,West Debra,Moderate,9.96241520933237,2024-11-15T03:20:55,craigdeanna@example.net
-10.259287816846715,57.06,17,E,Timothyville,High,47.45110659242201,2024-11-16T02:47:36,qbarber@example.com
-23.95595040239756,66.87,72,S,Port Jeffrey,Moderate,5.051924631573179,2024-11-10T16:04:11,juliehudson@example.org
-0.5103225959192734,28.89,22,W,Smithberg,Low,38.77425825846232,2024-11-17T09:06:43,tiffanyweiss@example.net
12.461303268319718,14.17,69,W,Quinnbury,High,12.00365719693543,2024-11-03T04:48:38,yherman@example.net
-27.250178883348074,64.34,33,E,Port Michaelfort,High,21.70683761261324,2024-11-17T00:40:18,afrazier@example.com
12.934051478640207,68.98,34,N,Quinnbury,Low,40.20558843474569,2024-11-20T14:45:41,kristinvargas@example.net
37.64294151322561,53.59,0,E,East Aprilland,Moderate,45.084515786673315,2024-11-12T18:36:54,pbradford@example.org
-3.034697886997204,90.35,90,W,New Kimberly,High,18.228913079802545,2024-11-21T17:11:18,campbelljames@example.org
27.75755661208116,94.51,80,E,North Michaelfort,Moderate,27.01115690583195,2024-11-10T16:35:42,ashleytaylor@example.org
-9.089702256131446,75.08,21,N,North Kevinton,High,25.922315032724015,2024-11-12T08:35:02,garylee@example.net
-11.601452321002931,94.55,92,E,Lake Angela,High,44.63674906226874,2024-11-11T09:53:07,ochoabrittany@example.com
8.196402313412364,29.02,73,E,Tracyhaven,Low,41.221149952730215,2024-11-05T00:19:33,rebeccaanderson@example.org
-12.63731379321441,62.28,37,W,Youngfort,Moderate,21.783695850279212,2024-11-07T07:35:44,tyler44@example.net
-18.42005396294494,82.22,33,E,South Rachel,High,9.808103150061982,2024-11-18T02:56:34,reyesmatthew@example.org
2.287857089559985,64.52,55,W,Brownshire,Moderate,26.625563508918145,2024-11-22T19:37:27,johnbean@example.com
29.089316610355333,14.21,24,W,Jonesshire,Moderate,44.488144813198346,2024-11-08T19:28:09,kingmichael@example.org
1.7012677119912603,23.96,52,E,South Mathew,High,18.099492709266002,2024-11-07T04:40:49,josephle@example.net
8.215922295415425,63.67,93,E,Shannonport,Low,37.17795925906435,2024-11-08T16:20:04,daniel11@example.net
2.4092776868443266,72.71,39,W,Russellmouth,Moderate,38.68089925044034,2024-11-20T07:41:35,richard93@example.net
26.541978042882832,57.72,22,S,Port Mark,High,8.931695666766515,2024-11-10T06:54:39,xstein@example.org
-7.746886840162432,94.88,69,S,North Alicia,Moderate,39.61495680057327,2024-11-10T12:20:37,brenda13@example.net
11.2671701150228,96.01,14,N,Simpsonborough,Low,32.23668505638459,2024-11-07T12:44:24,hmartin@example.com
1.6735301110869045,61.02,51,S,Barryfort,Low,8.156187708766405,2024-11-17T14:06:51,watsonerin@example.com
-6.134506339477454,27.96,61,W,East Juliantown,Low,2.9958301797850195,2024-11-10T12:39:39,emitchell@example.org
27.34079748257671,73.12,74,E,Clarkview,Moderate,32.822732087608905,2024-11-22T19:19:24,marvindixon@example.com
18.458476025932526,72.49,43,S,Port Kevinchester,Moderate,47.69344877557329,2024-11-12T05:31:49,zunigasharon@example.com
36.87313726029862,11.81,81,W,Ruizville,Moderate,37.45740801026118,2024-11-21T20:11:40,whiteheadbarbara@example.net
12.478609265027181,78.50,40,E,South Melissa,Low,9.909330324712979,2024-11-15T23:16:57,xjackson@example.com
9.687267574154731,48.33,73,S,Davidshire,Low,38.64852172686425,2024-11-09T06:10:55,bjohnson@example.net
-24.660620536755392,90.61,77,W,Obrienport,High,29.746440575706046,2024-11-08T05:11:42,arthurmartinez@example.com
-2.491765712830645,27.50,17,N,New Jameshaven,Moderate,48.91195100928234,2024-11-05T23:26:11,gfreeman@example.net
-4.343614854120524,92.74,54,E,East Gregton,Low,46.687927374490556,2024-11-07T22:26:09,victoria49@example.net
3.7035701693353857,96.52,76,W,East Ryanbury,Moderate,44.36495195372013,2024-11-04T13:26:24,jacosta@example.com
-26.533973553724874,99.12,53,N,Charlesview,High,40.25547051828005,2024-11-17T01:54:03,grantjason@example.org
23.73064685050531,96.73,12,S,Coreyville,Low,12.73420639366672,2024-11-20T00:51:36,barberlisa@example.com
-8.752517187163374,80.31,46,N,Robleschester,Low,7.377689216173843,2024-11-17T03:36:35,hillkimberly@example.org
-3.833992969506866,51.86,86,W,Joshualand,High,27.103300892607095,2024-11-20T20:52:58,millermatthew@example.org
10.579032384504686,36.00,49,N,Brendashire,Low,30.669628781222357,2024-11-17T07:03:45,ashleytaylor@example.org
19.748593727517033,26.81,62,W,Stephanieview,Moderate,24.18004703107685,2024-11-05T06:02:30,whitelisa@example.org
-2.880532126182718,14.26,92,N,East Christophershire,Low,28.60673034714956,2024-11-17T02:47:20,francomelissa@example.org
-24.65164788464122,55.05,2,E,Stephanieview,Low,5.661100773471118,2024-11-18T08:12:48,jameswatts@example.net
26.894460752573714,57.42,4,W,East Phillipville,High,0.14584168454365165,2024-11-09T14:58:12,omitchell@example.com
6.5693493927036855,79.82,92,S,West Kenneth,Low,10.418419462409306,2024-11-07T23:29:04,paul79@example.com
-2.773615996852083,60.10,77,S,Dominguezmouth,High,7.809051384266452,2024-11-16T13:06:12,julie85@example.org
39.47507778302125,95.97,6,S,Coleborough,Moderate,17.295072532230122,2024-11-19T04:35:28,joel26@example.com
-15.74681281600987,43.74,35,W,Kristenton,High,10.88555614187271,2024-11-14T04:31:49,coxanna@example.org
20.08216862890272,65.32,89,N,North Derrickborough,Low,41.91031645174886,2024-11-11T15:15:48,ptaylor@example.com
23.547542585746193,26.23,79,N,Lauraview,Low,49.847949562534126,2024-11-03T16:48:58,perezkara@example.org
22.308899319689672,80.98,15,E,Penaberg,Moderate,38.52655191521898,2024-11-07T13:06:49,jodicharles@example.net
33.28838787536782,80.89,60,N,North Nathan,High,42.17864845825205,2024-11-05T21:32:13,millercaitlin@example.com
36.14211662074861,83.96,59,S,Moraleschester,High,22.202918340885436,2024-11-08T16:58:33,ryanaguilar@example.org
4.411799782049464,48.10,98,S,Jordanview,Low,5.38149090316643,2024-11-17T04:23:20,mdaniel@example.net
-24.527885564505567,68.28,35,S,Sarahaven,High,10.129441104303416,2024-11-05T03:22:29,williamsstacey@example.net
6.074442557274338,44.10,23,W,Port Julieland,Moderate,49.2246689171358,2024-11-03T15:27:09,anthony79@example.com
15.124605180422506,40.52,2,W,Kimberlyview,Moderate,25.79084206029234,2024-11-04T06:35:24,hayesbrooke@example.org
-22.621404187435125,44.87,58,N,North Rachel,High,25.000307813255212,2024-11-05T16:05:36,gomeztanya@example.com
5.603003125969508,65.60,98,N,Lake Davidbury,Moderate,33.16566619666353,2024-11-21T00:19:44,taylorsummer@example.com
11.655660278088043,32.81,27,E,Ortizhaven,Low,48.43110249290344,2024-11-09T00:01:36,peggy94@example.com
29.612032793475194,29.25,83,S,Port Kelly,Moderate,28.750411399845476,2024-11-01T14:47:28,mboyle@example.net
13.803283477854556,40.34,15,S,East Luis,Moderate,19.683704577962956,2024-11-09T16:31:29,kgarcia@example.org
9.700938085545047,70.75,22,W,Jamesport,High,46.52936169197756,2024-11-21T19:50:21,smithedward@example.org
31.5690002315957,31.45,34,N,South Nicholas,Low,49.54794912010963,2024-11-04T06:34:28,wnelson@example.net
-23.779607654484103,48.12,84,N,Nixonside,Low,49.4829093508218,2024-11-09T16:55:09,blackburnshannon@example.net
39.28448693794961,54.04,22,E,West Sergioside,Low,20.040945461600124,2024-11-19T11:52:26,daniellecook@example.net
38.09861301912929,76.32,82,N,Clarkview,Low,19.626891286791135,2024-11-19T01:32:10,qjames@example.com
-27.00851191319748,39.81,54,E,Lake Marilynview,Low,26.66638508435348,2024-11-20T21:45:41,nsmith@example.net
-1.6819828425044285,69.43,9,W,West Joshua,Moderate,21.84966823953833,2024-11-06T21:02:47,qkelly@example.net
-7.91837419135879,23.69,15,S,Duanefurt,Moderate,11.883384281040444,2024-11-07T09:02:22,tracy97@example.com
34.38422174263383,14.45,46,W,New Andrewberg,High,30.268976260897883,2024-11-17T17:29:24,funderwood@example.org
18.918761626113593,99.00,79,S,Hickmanfurt,High,10.816364581822862,2024-11-10T15:50:27,brittanyriley@example.com
11.704513987161441,51.14,62,S,West Tylerburgh,Moderate,22.374825869578284,2024-11-08T10:00:09,christopher10@example.net
-2.331726876176674,88.69,37,W,Deanmouth,Moderate,26.36652972387442,2024-11-03T22:30:20,larsensabrina@example.org
7.060927557300047,89.98,20,E,West Michaelbury,Moderate,39.966924741023625,2024-11-15T10:16:48,xsmith@example.net
-10.077721506726814,86.05,43,N,Tiffanyshire,High,28.00351403359807,2024-11-20T11:18:25,scottheather@example.org
-14.506019199282159,25.91,70,N,Port Shannon,Moderate,14.885426573117183,2024-11-14T00:54:35,sodonnell@example.com
-22.144372083496858,36.12,59,W,West Maryland,Low,19.016045829254008,2024-11-04T12:10:42,nmiller@example.com
15.53652229674541,22.73,22,E,North Bradley,Low,21.00025517701567,2024-11-05T05:24:10,harrisbruce@example.org
24.774110696803966,89.51,81,W,South Andrew,High,47.201668831622584,2024-11-17T23:04:04,deanna43@example.org
-15.08105107669049,80.55,40,E,North Julieland,Low,44.62219718994708,2024-11-20T14:54:48,sergiostevens@example.org
35.588965317561176,75.13,3,N,Stephenbury,High,14.545375184377928,2024-11-11T21:31:44,bradhernandez@example.org
35.8499808270994,58.57,83,S,North Caitlyn,Moderate,49.37243814209821,2024-11-07T21:34:03,meagan92@example.org
8.574524616719373,28.89,68,S,Smithland,Low,31.92046540170552,2024-11-10T02:34:17,debralang@example.net
-16.79427410417695,82.76,37,N,Mendozafort,Moderate,38.99559248706869,2024-11-22T07:32:46,desiree42@example.com
4.032243337779725,18.28,36,N,East Kathyborough,Moderate,42.02154800172278,2024-11-12T03:51:11,ucannon@example.com
22.14266115592863,76.85,58,S,South Andrew,Low,6.069473373218509,2024-11-21T22:13:14,maryandrews@example.net
3.8554343993800444,19.29,35,N,West Debra,High,31.482800609474626,2024-11-09T09:50:01,jesusgordon@example.net
-2.150029050328488,85.72,84,N,Port Davidville,High,0.9878462246623088,2024-11-21T00:45:45,williamsrichard@example.org
38.488445494487124,30.62,15,E,Mclaughlintown,High,19.71214597493194,2024-11-14T08:53:19,brettblack@example.org
24.60114517338951,12.67,53,N,South Yolandachester,High,45.86656088888688,2024-11-16T17:33:36,kristinaharrison@example.com
3.1611101034048374,95.19,80,W,South Kevin,Moderate,17.515201424232796,2024-11-12T09:53:17,cisnerosgregory@example.org
15.985442915474508,95.97,16,N,Bennettborough,High,10.71727380222377,2024-11-07T17:36:16,randymckinney@example.org
34.436651062026456,51.62,57,W,North Andrewshire,Moderate,5.431730945162238,2024-11-20T14:40:59,ashleyprice@example.net
-12.307689595109114,98.90,55,E,West Ryan,Low,29.64372521236441,2024-11-14T07:27:33,vaughanmiranda@example.org
2.123665173357793,60.77,5,E,Jamesport,Moderate,12.535485641942884,2024-11-04T13:51:56,lopezalexa@example.com
9.906594734557864,64.67,40,W,Davidchester,High,31.23695521885544,2024-11-14T18:02:29,staceygalloway@example.org
20.58283148009933,49.40,46,S,West Linda,High,27.181138067626755,2024-11-15T00:32:25,sydney76@example.org
1.4518104594285006,87.86,24,N,Obrienport,Moderate,25.809959645009727,2024-11-18T09:24:56,codysnow@example.org
