recordDateandTime,location,predictedTemp,predictedHumidity,predictedWindSpeed,predictedPrecipitation,predictedUV,predictedPollen,modelType,email
2024-11-17T16:16:21,Johnsonside,27.99,15.60,64,29.271969284340642,0,Low,weight,colinpalmer@example.net
2024-11-12T10:21:42,Hollyshire,-18.87,44.07,85,6.386295144501009,9,Low,glass,molly87@example.net
2024-11-10T19:46:35,Lambfurt,22.30,59.40,47,11.129253033203412,6,Low,all,washingtonkyle@example.org
2024-11-15T19:27:28,Port Emily,37.83,19.61,77,14.191035068079739,3,Low,girl,davidsalazar@example.org
2024-11-15T02:53:23,Amandaborough,-15.25,27.33,89,46.49908325468327,10,High,all,reyesmatthew@example.org
2024-11-03T14:43:37,Dennismouth,-19.76,15.02,7,45.94190090314806,0,Moderate,weight,mschultz@example.net
2024-11-06T02:35:02,Bateschester,-1.21,75.93,82,49.35238190859486,4,High,majority,epatterson@example.net
2024-11-07T04:07:18,West Kathrynmouth,-22.04,87.69,39,42.12912786123753,2,Moderate,environmental,johnsmith@example.com
2024-11-04T08:08:48,New Mallory,-24.69,27.81,58,43.831962942100816,4,Low,environmental,jimenezmichael@example.com
2024-11-10T04:14:10,East Adam,11.00,82.67,50,30.769004284413885,1,Moderate,meeting,griffithjustin@example.org
2024-11-03T07:11:04,Nicholashaven,36.69,89.76,22,48.74951130688407,10,Low,hard,rogerscory@example.net
2024-11-20T13:22:37,Juliebury,8.70,15.18,18,19.19797621330417,6,Moderate,girl,vhicks@example.org
2024-11-18T05:27:10,Bennettport,26.71,40.90,60,41.62303332939551,0,Low,majority,collinsemily@example.org
2024-11-11T06:18:50,Port Katherinefurt,13.90,16.32,95,11.538835384948953,7,High,hard,brobinson@example.com
2024-11-09T17:04:47,New Teresa,-13.14,42.54,54,11.283585191827527,1,High,manager,enewman@example.com
2024-11-21T01:56:07,North Courtney,-3.49,44.22,94,20.891694127440026,7,Moderate,weight,qkelly@example.net
2024-11-04T21:22:28,Phillipsburgh,11.98,93.44,80,38.709968274477795,5,Low,weight,jesse21@example.org
2024-11-03T08:37:51,Port William,24.35,27.74,68,40.13179105254187,8,Moderate,hard,kathleenanderson@example.org
2024-11-04T03:28:24,Lindsayshire,13.43,10.52,63,30.528233174338336,1,Low,girl,tmccall@example.com
2024-11-05T19:51:25,Lake Trevorview,32.62,36.75,78,17.83258948082262,4,High,hard,morenochad@example.com
2024-11-06T14:36:59,North Samuel,19.37,42.86,5,4.721163530232636,8,Low,manager,jamesglass@example.net
2024-11-11T18:47:56,New Joshuashire,2.16,28.34,100,31.09039186315891,6,Low,meeting,selena32@example.com
2024-11-05T23:49:30,Lake Josephville,36.90,82.54,94,28.65076849233384,7,High,all,lmathews@example.org
2024-11-13T05:49:35,Vincenthaven,13.18,36.13,76,23.455401407648253,3,Moderate,manager,edward15@example.org
2024-11-13T17:04:24,Bentleyside,-17.79,77.55,48,13.384459811133448,0,Moderate,hard,rcollins@example.net
2024-11-05T19:43:23,Carolynborough,-4.67,67.69,96,31.433048904856864,3,Moderate,weight,guerrerothomas@example.org
2024-11-12T21:34:49,West Brendan,6.26,61.33,30,49.50851493580923,0,Moderate,meeting,perkinsthomas@example.org
2024-11-07T14:16:15,East Stevenborough,20.28,41.77,91,24.461944280032533,2,Moderate,majority,emily19@example.net
2024-11-01T08:59:38,Robinsonmouth,25.08,83.24,2,9.164021934334283,8,High,glass,jacob65@example.org
2024-11-08T18:30:43,Joneshaven,28.28,35.67,54,24.473771951007446,10,High,environmental,mary49@example.net
2024-11-11T10:59:44,Josephhaven,14.38,86.17,94,14.180115016725441,8,Moderate,meeting,heather11@example.com
2024-11-07T11:45:41,Brandonview,14.45,23.45,10,30.564060113636305,3,Low,glass,mccartybryan@example.net
2024-11-21T23:32:34,Port Cassie,17.00,99.30,71,24.58685741938824,2,Low,hard,crosbychristina@example.net
2024-11-06T20:04:56,East Phillipshire,-13.14,92.64,81,38.09149559278921,2,Moderate,manager,kathy51@example.com
2024-11-14T04:24:12,Arnoldstad,2.20,16.23,21,8.26495715303338,5,Low,all,lesterangela@example.net
2024-11-15T23:27:13,Barnettfort,-15.02,31.73,14,23.01032539536001,10,Low,weight,jacob65@example.org
2024-11-03T05:47:03,Angelahaven,-19.79,40.42,28,24.739045949676854,0,Moderate,weight,shelley02@example.org
2024-11-11T19:49:23,Jasonside,16.67,30.58,16,46.85094142892904,10,High,glass,brownkatherine@example.com
2024-11-06T12:51:14,Hayesport,-27.99,42.33,41,39.13164395092909,10,Low,all,kathygould@example.net
2024-11-12T07:12:46,Lake Johnton,-27.83,39.36,32,39.67039977204464,10,Low,create,oneillmartin@example.net
2024-11-21T17:16:15,Lake Jason,-29.27,79.01,12,44.96914442650398,4,Moderate,create,bpalmer@example.org
2024-11-04T05:53:31,Brendashire,-2.02,82.91,19,14.692467079863958,5,High,hard,millermatthew@example.org
2024-11-10T22:47:21,New Andrewfurt,9.80,99.64,16,6.9483431585141915,9,Low,all,bburch@example.org
2024-11-11T04:28:30,Changland,-11.35,82.01,9,40.081520244924235,7,High,hard,angela88@example.net
2024-11-13T20:30:38,New Scott,-17.72,14.08,57,47.468135495310584,4,Low,manager,msmith@example.net
2024-11-01T00:15:55,Meghanfurt,3.84,32.59,75,24.385140561413994,3,High,environmental,jessicarogers@example.org
2024-11-04T10:01:49,Salazartown,37.30,32.05,4,45.519629190432006,6,Low,manager,alyssa77@example.net
2024-11-05T03:27:34,Padillaland,32.32,91.95,97,41.67548090802047,7,Moderate,all,huertaangela@example.net
2024-11-21T11:17:59,Lake Williamside,10.75,48.72,47,14.94626874697929,7,High,majority,ptaylor@example.com
2024-11-22T04:32:12,North Amanda,20.53,22.37,78,25.39170181160671,8,High,meeting,michaelmendoza@example.net
2024-11-08T04:48:22,Mcgrathton,-24.37,45.32,84,32.64564348328322,4,Moderate,majority,kthomas@example.net
2024-11-03T12:30:08,Lake Benjamin,-13.38,88.21,21,35.136974254070466,4,Low,girl,ashley14@example.org
2024-11-20T06:03:59,Sarahstad,-4.43,78.51,11,38.03834941946848,4,Moderate,manager,jjohnston@example.org
2024-11-08T18:54:59,Lake Erinbury,-25.09,85.74,89,20.42303130280139,6,Moderate,create,landrymary@example.org
2024-11-10T17:54:46,Vazquezland,24.95,65.66,11,2.569462496062674,6,Moderate,girl,oliviabaxter@example.com
2024-11-19T23:22:23,Port Robert,36.75,16.34,32,27.18910740044702,1,Moderate,glass,crosbychristina@example.net
2024-11-06T11:29:24,Kevinborough,-2.34,61.20,44,6.196488605217648,4,Low,manager,wdavis@example.net
2024-11-08T20:39:25,South David,20.57,82.87,18,5.125901811627193,6,High,manager,peterphillips@example.net
2024-11-05T09:37:53,South Kelsey,-8.52,36.44,79,16.12420841227657,2,Moderate,manager,fmosley@example.org
2024-11-09T15:36:42,South Michaelport,22.63,17.13,64,31.52307703975587,6,Low,glass,beckylee@example.com
2024-11-18T02:36:17,East Jason,-13.71,91.26,88,22.552008304398118,1,Low,manager,fgordon@example.com
2024-11-01T20:49:15,Lake Ginaville,-13.03,76.82,38,33.97390389684746,7,High,manager,christophergordon@example.org
2024-11-13T19:47:01,Hodgesport,12.93,99.54,91,28.778089424115947,9,Moderate,majority,james84@example.org
2024-11-18T15:09:59,West Anthony,-24.80,66.95,70,16.233960480756565,7,High,majority,arnoldbrian@example.net
2024-11-18T13:44:06,Rollinsmouth,15.14,87.39,9,5.891241403087055,9,Low,majority,robin34@example.net
2024-11-02T19:09:12,Alexandrastad,19.22,66.07,84,24.305843835199266,1,Low,hard,jthomas@example.org
2024-11-18T04:22:43,Michellebury,7.71,69.90,96,17.15842848757228,6,Low,create,msmith@example.net
2024-11-19T19:04:36,Kathleenhaven,30.11,66.40,40,27.850766591199154,1,Low,all,robinsonlisa@example.org
2024-11-17T07:14:04,New Jonathan,11.39,14.07,24,44.02965412088993,1,Moderate,glass,uedwards@example.net
2024-11-07T19:23:37,Lake Amanda,15.19,64.72,66,35.94226631841395,10,Low,hard,piercekimberly@example.net
2024-11-20T20:45:12,Medinaville,11.01,71.33,18,0.5394205349223469,8,Low,environmental,watersedward@example.com
2024-11-09T21:19:12,Meaganstad,38.88,43.70,43,15.856796808844326,7,Moderate,create,megan89@example.net
2024-11-07T05:05:04,Hamptonfort,-15.02,90.65,9,30.392427483784644,8,High,meeting,martha35@example.org
2024-11-03T06:38:24,New Luke,27.47,22.26,45,17.340928933769323,0,Low,manager,ywood@example.org
2024-11-10T13:25:52,Walkerhaven,28.77,22.99,69,3.229979538512989,2,Low,majority,sanchezbeth@example.com
2024-11-07T17:57:51,Roberthaven,-1.32,48.06,24,26.765732971234783,6,Low,majority,gilbertlarry@example.com
2024-11-01T07:46:24,South Angela,-16.93,86.98,14,33.59357003153799,4,Moderate,manager,serranobrian@example.com
2024-11-20T06:14:52,Elizabethview,38.89,89.61,26,40.85227293731013,8,Moderate,environmental,matthewwilliams@example.com
2024-11-12T16:18:09,Port Antonio,28.47,96.58,30,37.87246619146791,6,High,weight,phillipscarl@example.org
2024-11-02T09:44:04,New William,7.29,61.95,41,45.84433716808537,6,High,weight,danielroman@example.net
2024-11-12T01:06:39,Millerside,20.86,99.37,55,45.36088316411276,7,Low,hard,taylor66@example.org
2024-11-14T01:07:22,New James,-3.87,93.28,6,16.30750579928636,7,Low,manager,james62@example.net
2024-11-22T11:11:06,Solomonton,17.60,18.52,99,28.49697121392215,0,Moderate,all,samuelknight@example.net
2024-11-10T22:44:54,Josephfort,18.62,96.25,100,37.93490161559018,0,Moderate,hard,griffithjustin@example.org
2024-11-11T03:41:22,West Andrewshire,38.02,51.43,46,5.015567214234961,7,Moderate,manager,jacksondebra@example.org
2024-11-03T11:27:32,South Virginia,5.04,40.49,81,0.16263959295861885,9,Low,all,angel87@example.org
2024-11-19T13:40:05,Dominiqueside,5.83,70.75,26,2.0856066438861234,0,Low,weight,jthompson@example.net
2024-11-19T12:59:02,North Jasmine,-11.99,92.55,96,30.239325857406552,7,Low,environmental,gward@example.net
2024-11-17T13:35:34,South Josephhaven,33.06,38.39,45,39.065251317490244,2,Low,glass,samantha71@example.org
2024-11-11T15:13:55,West Mandymouth,-19.93,74.17,60,48.984663626687066,5,Moderate,glass,dcook@example.com
2024-11-17T20:21:57,East Keithbury,35.54,30.62,63,15.845857854804347,7,Low,girl,jmartinez@example.com
2024-11-14T09:14:13,Kellyhaven,35.26,89.68,58,20.461205273966556,2,Low,meeting,joseph35@example.com
2024-11-18T02:53:59,West Karl,-29.23,35.20,23,7.204391608261029,0,Moderate,manager,xvaldez@example.net
2024-11-19T17:40:44,Tiffanyton,-5.10,53.76,70,34.24031017105704,8,Low,manager,bryantdavid@example.net
2024-11-08T04:15:46,East Samantha,-17.25,63.33,29,19.324516474603605,5,Moderate,majority,zporter@example.net
2024-11-14T09:00:12,Port Sarahview,-1.29,10.49,32,16.637829707161483,6,Low,glass,bestjean@example.com
2024-11-10T12:48:17,Aprilburgh,15.70,19.86,51,17.22136978537698,9,Low,majority,destinymitchell@example.net
2024-11-16T04:10:50,Martinezstad,31.21,92.47,19,6.058006698356378,2,Moderate,meeting,evansryan@example.com
2024-11-01T16:06:43,Lake Timothyside,-1.16,42.06,79,2.302070837987913,7,High,hard,nicole84@example.org
2024-11-17T13:33:28,Garyfurt,11.12,20.76,17,27.790966264891427,3,High,meeting,gabriellepeterson@example.com
2024-11-02T07:34:29,West Judyshire,-19.69,62.54,70,37.163022211360975,8,Low,weight,mike08@example.net
2024-11-06T22:38:17,Nguyenmouth,-12.39,52.70,62,18.302771795885764,0,High,hard,ievans@example.com
2024-11-04T16:16:19,Wilsonburgh,8.18,38.25,4,10.12228704059684,9,Moderate,create,woodwardkurt@example.net
2024-11-02T20:38:49,North Kendra,-1.03,58.02,1,41.6265058983009,9,High,meeting,leonardpham@example.org
2024-11-01T07:27:28,New Brian,-29.96,83.96,80,5.749922667987706,5,High,girl,jamesmiller@example.com
2024-11-20T17:00:21,Port Kelseystad,39.45,36.89,45,22.49206250742668,5,Moderate,create,nicholasyu@example.org
2024-11-13T20:22:34,East Mark,32.57,24.41,74,29.78129593148185,0,Low,hard,powelldebra@example.org
2024-11-14T16:06:14,Coryshire,26.85,84.04,51,24.98548282973966,7,High,glass,zmitchell@example.com
2024-11-21T17:49:22,New Tanya,33.08,89.58,22,2.54017273407377,2,Moderate,majority,nicholasmitchell@example.com
2024-11-11T17:55:38,South Jordanborough,-14.63,71.48,35,5.6342947863848245,0,Moderate,weight,harrisonjoseph@example.org
2024-11-16T14:21:51,Wrightberg,6.23,24.53,20,29.83411097617681,6,High,meeting,egamble@example.org
2024-11-06T18:56:48,Kellerland,38.77,93.28,37,18.162747879367803,10,High,hard,rosekristin@example.org
2024-11-08T08:17:09,Bradland,29.48,52.72,35,14.663951413340348,4,Moderate,manager,zhoffman@example.net
2024-11-02T09:49:17,Jilltown,8.24,81.57,15,17.94941431698444,9,High,environmental,enewman@example.com
2024-11-05T23:05:33,Hillhaven,-17.40,44.01,70,1.1068862967910764,9,Moderate,girl,cruzgail@example.com
2024-11-10T17:05:41,North Clarencemouth,8.05,59.23,66,7.090169534332164,6,Moderate,environmental,harrisjamie@example.org
2024-11-15T15:28:46,Cookfort,35.11,62.95,63,15.593774544557965,2,High,manager,gallegossummer@example.net
2024-11-22T19:49:49,Timothymouth,32.85,91.31,94,11.13944924632077,0,Low,meeting,duane31@example.net
2024-11-01T15:57:43,Durhamport,12.11,81.46,62,12.924200994752749,6,Moderate,all,carlosscott@example.com
2024-11-16T15:21:14,Lewisport,13.86,36.73,96,49.32648444014833,5,Moderate,glass,roachalex@example.org
2024-11-03T20:38:14,East Jeremy,7.30,82.13,85,31.325946177073476,3,Low,meeting,marybell@example.com
2024-11-06T11:34:10,South Laurenfort,-28.20,34.59,59,16.95970697828883,8,High,girl,sbyrd@example.org
2024-11-04T06:45:17,East Julie,23.29,95.13,8,39.786596352747736,1,Low,weight,kperry@example.net
2024-11-03T08:20:36,East Carlosville,29.61,31.85,67,9.500831007047344,0,Low,create,collinsrobert@example.net
2024-11-13T13:50:54,Robinsonberg,-25.41,76.69,17,16.686211293530366,10,Moderate,environmental,jonesjacob@example.net
2024-11-13T02:54:24,South Shannon,3.85,52.53,37,2.5110685941364066,0,Moderate,meeting,sawyerandrew@example.com
2024-11-20T07:24:32,Maryhaven,24.89,79.83,42,37.510240739619604,4,High,glass,ashley60@example.org
2024-11-02T16:34:52,Gregoryside,-15.17,60.22,64,23.268645293699496,8,Moderate,create,huertaangela@example.net
2024-11-14T02:25:59,North Lauren,30.72,48.73,26,11.349767055504634,4,Low,meeting,charles38@example.net
2024-11-08T11:42:39,Sarahview,4.56,79.77,39,49.09136969736105,5,Low,create,ronald45@example.org
2024-11-22T01:32:59,New Natalieberg,-17.28,92.30,40,11.730917555169373,9,Moderate,glass,briangarcia@example.com
2024-11-03T08:17:01,New Michael,35.66,34.94,76,42.653071556740684,3,Low,weight,murphyheather@example.net
2024-11-12T17:19:23,East Kevin,-25.46,71.93,66,7.706452764470112,7,Low,meeting,landerson@example.com
2024-11-18T16:48:25,New Chadborough,-18.20,38.90,88,0.6926369098948171,6,Low,majority,andersonjeffrey@example.com
2024-11-04T09:23:24,Dustinmouth,17.98,75.89,18,10.951618933770446,5,Moderate,weight,taylorsummer@example.com
2024-11-04T20:09:38,Port Roberthaven,12.00,71.65,99,26.04068522956521,7,High,manager,webbjennifer@example.org
2024-11-11T22:11:42,New Kristin,20.74,82.83,100,21.918276953456118,7,High,hard,maria52@example.org
2024-11-03T21:17:36,Grayfurt,25.78,17.49,70,9.672957180635489,8,High,girl,roachalex@example.org
